Campaign_ID,Channel,Start_Date,Impressions,Clicks,Conversions,Cost,Revenue,Age_Group,Gender,Region,Engagement_Rate
C5272,Facebook Ads,2025-08-08 15:00:00,23418,1619,857,5188.62,2272.69,55+,Female,South USA,26.44
C5273,Twitter Ads,2025-08-08 16:00:00,35314,2018,493,4627.98,4231.22,18-25,Male,South USA,19.35
C5274,Instagram Ads,2025-08-08 17:00:00,49225,4189,491,4371.12,19412.25,26-35,Female,North USA,30.69
C5275,Facebook Ads,2025-08-08 18:00:00,23449,1965,246,6941.25,2781.42,18-25,Male,East USA,38.64
C5276,Facebook Ads,2025-08-08 19:00:00,18478,1505,534,4550.01,17773.42,46-55,Male,North USA,47.06
C5277,Facebook Ads,2025-08-08 20:00:00,36179,2823,348,1329.57,14108.31,46-55,Female,East USA,13.31
C5278,Instagram Ads,2025-08-08 21:00:00,47881,104,277,8807.71,1554.43,46-55,Female,East USA,47.36
C5279,Email Campaign,2025-08-08 22:00:00,26338,1268,941,4312.53,9725.77,36-45,Male,West USA,48.05
C5280,Email Campaign,2025-08-08 23:00:00,27899,2498,275,786.35,10427.69,55+,Male,North USA,40.7
C5281,Twitter Ads,2025-08-09 00:00:00,5145,2730,537,5317.19,18649.58,36-45,Female,South USA,44.08
C5282,Facebook Ads,2025-08-09 01:00:00,33101,447,101,6491.1,8479.98,46-55,Male,North USA,34.65
C5283,Instagram Ads,2025-08-09 02:00:00,3775,4320,257,2792.05,8990.6,36-45,Female,West USA,2.05
C5284,Email Campaign,2025-08-09 03:00:00,46961,1913,28,8013.39,2338.43,26-35,Male,South USA,28.8
C5285,Email Campaign,2025-08-09 04:00:00,32647,3442,881,6714.27,12819.53,18-25,Female,North USA,37.39
C5286,Instagram Ads,2025-08-09 05:00:00,46619,2674,399,6520.89,4296.85,55+,Female,North USA,47.09
C5287,Instagram Ads,2025-08-09 06:00:00,46838,3925,397,4237.21,1642.91,26-35,Female,West USA,28.57
C5288,Email Campaign,2025-08-09 07:00:00,20539,4693,935,9621.06,19938.69,46-55,Male,East USA,39.73
C5289,Facebook Ads,2025-08-09 08:00:00,37738,152,624,2778.18,5465.63,36-45,Male,South USA,35.28
C5290,Email Campaign,2025-08-09 09:00:00,27616,248,104,5798.17,2906.96,46-55,Female,North USA,14.11
C5291,Email Campaign,2025-08-09 10:00:00,15119,602,439,3125.1,14019.86,46-55,Female,East USA,7.82
C5292,Email Campaign,2025-08-09 11:00:00,26159,969,804,7460.81,16451.47,26-35,Male,West USA,37.57
C5293,Google Ads,2025-08-09 12:00:00,38099,3621,950,525.53,1375.14,36-45,Female,North USA,11.77
C5294,Facebook Ads,2025-08-09 13:00:00,11295,4414,734,506.64,2197.33,36-45,Female,West USA,12.31
C5295,Instagram Ads,2025-08-09 14:00:00,35710,3971,46,8118.07,1894.46,36-45,Female,East USA,32.23
C5296,Email Campaign,2025-08-09 15:00:00,25685,1400,402,4370.97,1034.49,55+,Male,West USA,39.47
C5297,Twitter Ads,2025-08-09 16:00:00,26479,2599,582,3444.74,13223.18,55+,Female,West USA,29.16
C5298,Google Ads,2025-08-09 17:00:00,47172,4133,300,6094.89,11807.43,46-55,Male,South USA,44.26
C5299,Email Campaign,2025-08-09 18:00:00,34629,3389,883,7033.9,13289.85,36-45,Female,North USA,10.65
C5300,Email Campaign,2025-08-09 19:00:00,43043,4933,312,2051.95,10162.78,26-35,Female,West USA,12.7
C5301,Email Campaign,2025-08-09 20:00:00,18033,3953,765,1895.04,16368.4,18-25,Female,East USA,31.88
C5302,Google Ads,2025-08-09 21:00:00,37902,2551,926,9583.6,10978.7,55+,Female,East USA,41.49
C5303,Twitter Ads,2025-08-09 22:00:00,45571,4485,410,5917.16,18383.06,36-45,Male,East USA,27.01
C5304,Email Campaign,2025-08-09 23:00:00,16408,438,832,3931.66,9764.41,26-35,Female,North USA,0.62
C5305,Instagram Ads,2025-08-10 00:00:00,18420,2924,353,8024.34,15834.11,18-25,Female,North USA,33.88
C5306,Facebook Ads,2025-08-10 01:00:00,17351,1793,872,5275.33,8206.47,46-55,Male,East USA,40.7
C5307,Email Campaign,2025-08-10 02:00:00,5131,1086,527,2454.54,8760.96,46-55,Female,South USA,13.9
C5308,Instagram Ads,2025-08-10 03:00:00,45825,3590,386,2107.02,16994.94,18-25,Male,East USA,2.8
C5309,Facebook Ads,2025-08-10 04:00:00,12349,2833,940,3998.75,2242.43,46-55,Male,North USA,25.95
C5310,Instagram Ads,2025-08-10 05:00:00,45254,3867,827,8605.96,11341.86,26-35,Female,East USA,2.2
C5311,Twitter Ads,2025-08-10 06:00:00,39225,4176,174,661.41,14554.1,46-55,Female,West USA,20.86
C5312,Twitter Ads,2025-08-10 07:00:00,39847,2106,22,2224.33,15033.37,55+,Female,South USA,0.99
C5313,Instagram Ads,2025-08-10 08:00:00,13453,3207,34,8936.86,11870.72,18-25,Male,South USA,11.33
C5314,Email Campaign,2025-08-10 09:00:00,19814,4568,745,1261.26,9016.48,46-55,Male,East USA,19.5
C5315,Facebook Ads,2025-08-10 10:00:00,19263,3430,132,6314.78,5289.57,55+,Male,South USA,5.67
C5316,Twitter Ads,2025-08-10 11:00:00,13158,3141,138,2174.44,18197.58,36-45,Male,South USA,5.8
C5317,Facebook Ads,2025-08-10 12:00:00,16735,630,826,6078.38,7458.78,36-45,Female,East USA,41.37
C5318,Email Campaign,2025-08-10 13:00:00,16830,1023,643,3861.89,15999.94,26-35,Female,East USA,2.17
C5319,Instagram Ads,2025-08-10 14:00:00,48893,4218,556,1061.69,730.15,18-25,Female,West USA,34.48
C5320,Twitter Ads,2025-08-10 15:00:00,45673,340,604,5845.63,4720.17,46-55,Male,East USA,40.74
C5321,Facebook Ads,2025-08-10 16:00:00,24926,1996,318,6846.28,6977.14,55+,Male,North USA,6.62
C5322,Instagram Ads,2025-08-10 17:00:00,46066,3424,445,6818.71,13464.32,36-45,Male,East USA,9.85
C5323,Instagram Ads,2025-08-10 18:00:00,35779,913,191,6388.49,6454.68,46-55,Male,West USA,32.11
C5324,Google Ads,2025-08-10 19:00:00,4373,4850,597,5027.24,923.14,18-25,Female,East USA,15.85
C5325,Facebook Ads,2025-08-10 20:00:00,11335,882,625,5218.75,3559.96,55+,Male,North USA,23.87
C5326,Google Ads,2025-08-10 21:00:00,24741,4155,753,6374.62,5257.39,26-35,Female,East USA,41.82
C5327,Instagram Ads,2025-08-10 22:00:00,11692,107,824,6918.08,3603.34,36-45,Female,East USA,6.99
C5328,Email Campaign,2025-08-10 23:00:00,48295,3873,52,6566.02,4154.12,36-45,Female,South USA,31.02
C5329,Email Campaign,2025-08-11 00:00:00,46541,4770,413,5890.11,15402.24,46-55,Female,South USA,47.13
C5330,Email Campaign,2025-08-11 01:00:00,35057,3239,938,1600.6,8299.47,46-55,Female,West USA,2.97
C5331,Instagram Ads,2025-08-11 02:00:00,2447,3889,614,2145.63,8163.07,36-45,Male,North USA,3.09
C5332,Email Campaign,2025-08-11 03:00:00,20583,4151,665,2639.23,19335.47,46-55,Female,North USA,27.78
C5333,Twitter Ads,2025-08-11 04:00:00,23765,617,775,9200.63,8989.37,18-25,Female,South USA,48.01
C5334,Instagram Ads,2025-08-11 05:00:00,24906,3290,599,7605.98,18560.4,46-55,Male,North USA,11.1
C5335,Google Ads,2025-08-11 06:00:00,20567,3202,272,5551.02,6051.36,46-55,Male,West USA,16.61
C5336,Facebook Ads,2025-08-11 07:00:00,15139,4678,79,2557.97,8072.46,46-55,Male,South USA,5.02
C5337,Twitter Ads,2025-08-11 08:00:00,47525,2816,670,1153.37,7986.04,26-35,Male,North USA,18.18
C5338,Instagram Ads,2025-08-11 09:00:00,39230,678,301,8992.65,10966.97,46-55,Female,South USA,2.31
C5339,Instagram Ads,2025-08-11 10:00:00,20520,4582,223,8932.03,11726.52,55+,Female,East USA,19.52
C5340,Email Campaign,2025-08-11 11:00:00,20702,4607,881,1151.42,5037.69,46-55,Male,West USA,27.82
C5341,Facebook Ads,2025-08-11 12:00:00,26566,1965,831,7982.31,15892.33,55+,Male,North USA,48.75
C5342,Email Campaign,2025-08-11 13:00:00,8657,1476,156,4494.12,9980.87,46-55,Male,West USA,40.94
C5343,Facebook Ads,2025-08-11 14:00:00,38688,3038,34,3273.47,240.17,26-35,Male,North USA,41.12
C5344,Facebook Ads,2025-08-11 15:00:00,31134,1005,332,7404.09,11867.68,46-55,Male,North USA,11.48
C5345,Twitter Ads,2025-08-11 16:00:00,11345,1064,118,6162.58,15981.38,26-35,Male,West USA,4.45
C5346,Twitter Ads,2025-08-11 17:00:00,42185,2076,702,7811.3,5084.29,36-45,Female,South USA,30.19
C5347,Instagram Ads,2025-08-11 18:00:00,28413,4859,260,789.57,853.63,18-25,Female,North USA,26.1
C5348,Google Ads,2025-08-11 19:00:00,6208,1987,491,3219.94,16162.86,46-55,Female,West USA,25.87
C5349,Facebook Ads,2025-08-11 20:00:00,34455,2547,724,3227.2,19527.91,18-25,Male,South USA,5.54
C5350,Email Campaign,2025-08-11 21:00:00,29018,1091,825,3331.04,1623.62,55+,Female,West USA,24.74
C5351,Twitter Ads,2025-08-11 22:00:00,46991,3656,691,5049.67,18766.93,18-25,Male,South USA,7.6
C5352,Google Ads,2025-08-11 23:00:00,9080,4059,184,2865.99,7249.56,46-55,Female,East USA,21.16
C5353,Facebook Ads,2025-08-12 00:00:00,22902,3704,356,4471.62,18834.65,55+,Female,East USA,3.2
C5354,Google Ads,2025-08-12 01:00:00,10486,1183,179,3709.39,13011.9,26-35,Female,South USA,42.86
C5355,Twitter Ads,2025-08-12 02:00:00,39862,534,11,7366.2,17815.86,18-25,Female,West USA,0.76
C5356,Facebook Ads,2025-08-12 03:00:00,22158,120,655,6054.83,15738.08,36-45,Male,South USA,46.97
C5357,Facebook Ads,2025-08-12 04:00:00,41460,3022,648,6553.61,657.16,36-45,Male,East USA,43.16
C5358,Facebook Ads,2025-08-12 05:00:00,44856,2025,567,2145.31,1402.31,26-35,Female,North USA,37.66
C5359,Email Campaign,2025-08-12 06:00:00,36871,1572,715,3288.75,10562.32,18-25,Male,West USA,49.13
C5360,Facebook Ads,2025-08-12 07:00:00,36208,1199,371,260.6,2679.42,55+,Male,North USA,2.79
C5361,Email Campaign,2025-08-12 08:00:00,21519,2737,730,1128.33,9274.58,46-55,Male,West USA,32.12
C5362,Twitter Ads,2025-08-12 09:00:00,32379,489,305,2687.29,19097.14,18-25,Female,North USA,42.48
C5363,Google Ads,2025-08-12 10:00:00,29378,3513,579,701.36,5965.67,26-35,Male,West USA,6.42
C5364,Instagram Ads,2025-08-12 11:00:00,40892,2715,599,6046.19,9829.36,55+,Female,North USA,29.28
C5365,Email Campaign,2025-08-12 12:00:00,15031,1454,211,9981.39,7746.77,46-55,Male,South USA,19.76
C5366,Instagram Ads,2025-08-12 13:00:00,15536,4621,298,1053.11,12633.56,46-55,Female,West USA,21.85
C5367,Twitter Ads,2025-08-12 14:00:00,1446,105,71,8221.24,3957.51,55+,Female,South USA,45.63
C5368,Google Ads,2025-08-12 15:00:00,37683,290,511,1232.22,5272.79,46-55,Female,West USA,26.98
C5369,Facebook Ads,2025-08-12 16:00:00,49555,247,789,6715.64,17189.48,55+,Male,West USA,4.75
C5370,Facebook Ads,2025-08-12 17:00:00,18618,4600,135,6449.42,16245.59,26-35,Female,East USA,46.87
C5371,Twitter Ads,2025-08-12 18:00:00,7587,4453,58,9032.03,15804.87,55+,Male,South USA,9.34
C5372,Facebook Ads,2025-08-12 19:00:00,32480,3650,609,1183.76,15441.3,36-45,Female,South USA,44.64
C5373,Email Campaign,2025-08-12 20:00:00,33994,4205,855,3188.67,9242.81,55+,Female,North USA,48.55
C5374,Twitter Ads,2025-08-12 21:00:00,21527,1210,782,953.26,14604.93,36-45,Female,West USA,43.9
C5375,Instagram Ads,2025-08-12 22:00:00,24569,3933,188,4103.46,7805.38,18-25,Female,East USA,33.89
C5376,Google Ads,2025-08-12 23:00:00,12151,724,590,9120.35,2104.12,36-45,Male,South USA,37.2
C5377,Email Campaign,2025-08-13 00:00:00,6558,4225,888,7826.16,7928.16,26-35,Male,East USA,35.02
C5378,Instagram Ads,2025-08-13 01:00:00,45739,2275,937,7242.86,3257.39,46-55,Female,West USA,23.08
C5379,Google Ads,2025-08-13 02:00:00,33954,3249,502,5353.62,7877.95,55+,Male,West USA,13.79
C5380,Instagram Ads,2025-08-13 03:00:00,48448,1178,442,8840.68,6018.76,18-25,Male,North USA,14.32
C5381,Google Ads,2025-08-13 04:00:00,48327,3651,581,4521.95,12023.3,46-55,Female,West USA,36.59
C5382,Instagram Ads,2025-08-13 05:00:00,44837,2452,311,1539.37,7294.65,46-55,Female,South USA,31.34
C5383,Instagram Ads,2025-08-13 06:00:00,36303,645,973,8383.97,14141.23,55+,Male,West USA,29.29
C5384,Facebook Ads,2025-08-13 07:00:00,35700,1295,770,2832.4,10291.72,18-25,Male,North USA,32.67
C5385,Facebook Ads,2025-08-13 08:00:00,28500,2169,999,583.65,18397.9,55+,Male,North USA,38.76
C5386,Google Ads,2025-08-13 09:00:00,3032,3458,178,1304.08,1911.41,26-35,Female,South USA,37.44
C5387,Google Ads,2025-08-13 10:00:00,2252,2538,986,6110.14,13785.41,55+,Male,South USA,5.36
C5388,Instagram Ads,2025-08-13 11:00:00,6509,716,972,6090.47,13480.7,18-25,Male,North USA,18.22
C5389,Instagram Ads,2025-08-13 12:00:00,38842,4344,278,2638.82,19017.47,55+,Female,East USA,13.27
C5390,Email Campaign,2025-08-13 13:00:00,14900,3443,373,7285.44,7493.88,26-35,Male,West USA,26.96
C5391,Google Ads,2025-08-13 14:00:00,15523,1911,633,7747.72,6178.22,46-55,Female,East USA,3.16
C5392,Instagram Ads,2025-08-13 15:00:00,2881,271,109,9209.0,3530.63,26-35,Female,East USA,38.15
C5393,Email Campaign,2025-08-13 16:00:00,34037,4242,923,5870.13,5379.24,46-55,Male,West USA,5.42
C5394,Facebook Ads,2025-08-13 17:00:00,2630,725,224,7805.26,10087.63,46-55,Female,North USA,13.64
C5395,Twitter Ads,2025-08-13 18:00:00,21789,4163,634,7543.34,16770.49,18-25,Female,South USA,39.16
C5396,Facebook Ads,2025-08-13 19:00:00,23523,2354,106,2615.2,5757.3,55+,Female,North USA,2.67
C5397,Twitter Ads,2025-08-13 20:00:00,18958,552,828,3136.75,3239.07,55+,Male,South USA,33.04
C5398,Email Campaign,2025-08-13 21:00:00,47151,1518,639,4810.9,5515.36,18-25,Male,North USA,46.23
C5399,Instagram Ads,2025-08-13 22:00:00,49920,853,557,239.44,2108.45,46-55,Male,North USA,30.92
C5400,Twitter Ads,2025-08-13 23:00:00,44852,3472,346,3009.11,18541.24,26-35,Female,South USA,35.66
C5401,Instagram Ads,2025-08-14 00:00:00,2695,2823,368,4765.13,17465.22,18-25,Female,East USA,39.63
C5402,Facebook Ads,2025-08-14 01:00:00,15821,3110,299,1125.29,6238.99,46-55,Female,North USA,11.19
C5403,Twitter Ads,2025-08-14 02:00:00,4262,3011,405,1306.45,5015.06,36-45,Female,West USA,29.09
C5404,Instagram Ads,2025-08-14 03:00:00,2445,1325,910,4659.21,18117.41,55+,Female,East USA,15.52
C5405,Twitter Ads,2025-08-14 04:00:00,17436,267,825,7323.1,135.26,55+,Female,West USA,12.55
C5406,Email Campaign,2025-08-14 05:00:00,10949,3785,369,8345.8,12051.49,36-45,Female,East USA,9.7
C5407,Twitter Ads,2025-08-14 06:00:00,24963,185,356,5485.82,18328.47,18-25,Female,West USA,29.31
C5408,Twitter Ads,2025-08-14 07:00:00,30932,1777,133,4773.75,10220.29,26-35,Female,North USA,39.75
C5409,Google Ads,2025-08-14 08:00:00,7901,2082,561,3873.59,159.04,36-45,Female,South USA,43.81
C5410,Google Ads,2025-08-14 09:00:00,34487,1586,662,1969.84,4455.54,46-55,Male,North USA,21.49
C5411,Facebook Ads,2025-08-14 10:00:00,9597,541,547,1508.29,18456.59,55+,Female,North USA,18.71
C5412,Instagram Ads,2025-08-14 11:00:00,7855,370,663,7929.37,438.75,26-35,Female,South USA,34.4
C5413,Google Ads,2025-08-14 12:00:00,19678,443,873,4676.82,7956.12,18-25,Male,South USA,39.04
C5414,Instagram Ads,2025-08-14 13:00:00,9263,1306,916,7913.69,15815.92,46-55,Female,East USA,12.74
C5415,Instagram Ads,2025-08-14 14:00:00,48288,3181,431,7055.63,16778.01,18-25,Female,South USA,14.93
C5416,Instagram Ads,2025-08-14 15:00:00,26805,1357,345,1979.26,9604.4,46-55,Female,South USA,26.72
C5417,Email Campaign,2025-08-14 16:00:00,27143,2391,512,5127.56,4726.43,36-45,Male,West USA,22.27
C5418,Facebook Ads,2025-08-14 17:00:00,12874,1632,66,4467.97,12034.12,36-45,Male,West USA,35.32
C5419,Google Ads,2025-08-14 18:00:00,28529,3522,671,4267.54,5349.18,55+,Female,North USA,25.27
C5420,Instagram Ads,2025-08-14 19:00:00,21866,4462,888,5448.58,5179.76,18-25,Female,North USA,5.67
C5421,Facebook Ads,2025-08-14 20:00:00,15079,1753,921,9821.71,16171.24,36-45,Female,South USA,8.38
C5422,Email Campaign,2025-08-14 21:00:00,8243,338,726,8138.36,3169.89,36-45,Female,West USA,45.11
C5423,Instagram Ads,2025-08-14 22:00:00,30872,1014,85,9041.94,209.88,18-25,Male,West USA,11.45
C5424,Twitter Ads,2025-08-14 23:00:00,10018,1538,475,344.91,6801.83,36-45,Male,South USA,2.6
C5425,Facebook Ads,2025-08-15 00:00:00,13100,3116,294,1446.35,9870.38,46-55,Male,West USA,36.6
C5426,Facebook Ads,2025-08-15 01:00:00,20800,1560,731,893.4,14131.1,36-45,Female,West USA,34.23
C5427,Facebook Ads,2025-08-15 02:00:00,27910,3179,395,2669.15,15644.19,26-35,Female,East USA,30.04
C5428,Email Campaign,2025-08-15 03:00:00,30437,2358,959,4446.83,13304.03,18-25,Male,South USA,25.16
C5429,Google Ads,2025-08-15 04:00:00,38588,466,779,6438.43,12567.53,55+,Female,East USA,48.48
C5430,Google Ads,2025-08-15 05:00:00,12001,3091,268,5033.27,13348.4,26-35,Male,West USA,6.08
C5431,Facebook Ads,2025-08-15 06:00:00,47675,3841,486,9036.68,5503.38,26-35,Female,North USA,25.56
C5432,Facebook Ads,2025-08-15 07:00:00,20942,185,705,9401.57,7708.99,26-35,Male,North USA,28.25
C5433,Facebook Ads,2025-08-15 08:00:00,21862,2593,849,1677.03,12367.09,36-45,Female,North USA,1.22
C5434,Twitter Ads,2025-08-15 09:00:00,12669,4815,20,8536.48,1404.86,26-35,Female,West USA,20.66
C5435,Instagram Ads,2025-08-15 10:00:00,16916,231,981,4843.14,5976.97,26-35,Female,East USA,39.16
C5436,Twitter Ads,2025-08-15 11:00:00,11878,1003,681,4560.63,8187.74,18-25,Female,West USA,23.61
C5437,Twitter Ads,2025-08-15 12:00:00,3985,3556,269,7860.15,10715.47,46-55,Female,East USA,43.78
C5438,Instagram Ads,2025-08-15 13:00:00,33369,1321,402,976.75,9780.99,26-35,Female,South USA,32.28
C5439,Instagram Ads,2025-08-15 14:00:00,9112,1863,609,8830.81,14390.82,55+,Male,North USA,38.33
C5440,Facebook Ads,2025-08-15 15:00:00,42235,2904,378,6725.09,9521.19,55+,Female,East USA,40.24
C5441,Twitter Ads,2025-08-15 16:00:00,19931,1326,193,8758.85,18092.19,36-45,Male,North USA,34.51
C5442,Facebook Ads,2025-08-15 17:00:00,28340,1384,25,9945.05,7668.34,55+,Female,South USA,37.49
C5443,Instagram Ads,2025-08-15 18:00:00,1336,789,986,5204.14,10554.9,36-45,Male,West USA,34.8
C5444,Twitter Ads,2025-08-15 19:00:00,43933,4882,765,977.96,163.89,26-35,Female,North USA,27.57
C5445,Email Campaign,2025-08-15 20:00:00,20363,4981,515,1706.91,6278.51,36-45,Female,South USA,28.37
C5446,Twitter Ads,2025-08-15 21:00:00,46536,4535,95,3270.0,17344.8,55+,Female,South USA,9.58
C5447,Twitter Ads,2025-08-15 22:00:00,4968,4607,720,1080.35,6738.17,18-25,Female,South USA,41.39
C5448,Instagram Ads,2025-08-15 23:00:00,34678,2096,19,8162.65,5138.41,55+,Male,South USA,15.68
C5449,Google Ads,2025-08-16 00:00:00,49400,4481,486,3003.84,10916.39,26-35,Female,West USA,26.83
C5450,Email Campaign,2025-08-16 01:00:00,17279,1209,173,9760.07,1666.73,55+,Female,East USA,12.55
C5451,Twitter Ads,2025-08-16 02:00:00,4129,529,33,7040.78,10678.94,46-55,Female,West USA,34.82
C5452,Instagram Ads,2025-08-16 03:00:00,39215,4226,585,1775.63,6142.95,46-55,Female,South USA,48.76
C5453,Twitter Ads,2025-08-16 04:00:00,39897,3881,321,4786.62,7723.75,18-25,Male,North USA,40.12
C5454,Google Ads,2025-08-16 05:00:00,6850,702,247,4695.5,15848.16,55+,Male,South USA,30.99
C5455,Email Campaign,2025-08-16 06:00:00,21588,539,471,4950.49,13273.08,46-55,Male,West USA,28.42
C5456,Twitter Ads,2025-08-16 07:00:00,41214,1084,471,5380.13,8977.51,18-25,Male,South USA,24.54
C5457,Instagram Ads,2025-08-16 08:00:00,12949,2018,866,360.17,11592.57,26-35,Male,East USA,10.33
C5458,Google Ads,2025-08-16 09:00:00,9519,4607,247,6878.7,15360.49,36-45,Female,North USA,17.47
C5459,Facebook Ads,2025-08-16 10:00:00,27375,627,31,4897.56,14941.1,46-55,Male,East USA,20.38
C5460,Facebook Ads,2025-08-16 11:00:00,34082,4505,189,7920.11,3787.9,55+,Female,West USA,47.23
C5461,Instagram Ads,2025-08-16 12:00:00,12737,3096,827,8162.73,6088.29,18-25,Male,East USA,21.34
C5462,Google Ads,2025-08-16 13:00:00,2134,3567,568,2343.82,7029.91,36-45,Female,North USA,29.35
C5463,Google Ads,2025-08-16 14:00:00,11938,1461,800,531.81,3832.09,36-45,Male,West USA,46.13
C5464,Facebook Ads,2025-08-16 15:00:00,25486,803,745,7047.18,342.01,18-25,Female,East USA,25.97
C5465,Twitter Ads,2025-08-16 16:00:00,49356,762,739,9778.74,3561.95,46-55,Female,North USA,12.65
C5466,Google Ads,2025-08-16 17:00:00,27096,464,508,4494.25,16184.06,18-25,Female,West USA,19.11
C5467,Email Campaign,2025-08-16 18:00:00,42115,1022,484,2633.15,10963.82,36-45,Female,North USA,18.84
C5468,Email Campaign,2025-08-16 19:00:00,6592,3956,758,1608.89,6898.99,26-35,Male,West USA,35.76
C5469,Twitter Ads,2025-08-16 20:00:00,19108,275,725,2910.08,12206.05,18-25,Male,West USA,14.88
C5470,Instagram Ads,2025-08-16 21:00:00,18270,1035,348,3312.8,14822.7,55+,Female,North USA,36.54
C5471,Facebook Ads,2025-08-16 22:00:00,28649,481,540,4267.55,7153.11,36-45,Male,West USA,44.47
C5472,Email Campaign,2025-08-16 23:00:00,11997,405,701,6571.3,9374.89,55+,Male,North USA,16.87
C5473,Facebook Ads,2025-08-17 00:00:00,34489,4797,171,2767.97,1377.84,26-35,Male,East USA,6.85
C5474,Instagram Ads,2025-08-17 01:00:00,10104,2490,806,557.22,11982.1,18-25,Male,West USA,31.96
C5475,Google Ads,2025-08-17 02:00:00,1870,2303,70,3764.12,7192.5,18-25,Female,East USA,18.11
C5476,Instagram Ads,2025-08-17 03:00:00,29684,4907,94,8563.51,8727.12,26-35,Male,North USA,26.75
C5477,Twitter Ads,2025-08-17 04:00:00,40519,1565,556,5008.6,8509.75,55+,Male,West USA,31.74
C5478,Instagram Ads,2025-08-17 05:00:00,35524,3371,499,9649.6,12684.94,55+,Male,West USA,20.45
C5479,Facebook Ads,2025-08-17 06:00:00,31957,502,14,5061.03,11492.06,36-45,Male,East USA,46.24
C5480,Facebook Ads,2025-08-17 07:00:00,34885,4809,85,2795.19,8499.91,18-25,Female,North USA,20.04
C5481,Email Campaign,2025-08-17 08:00:00,45369,2770,262,1973.47,437.4,26-35,Male,West USA,15.44
C5482,Google Ads,2025-08-17 09:00:00,36596,1901,16,6960.52,12457.16,46-55,Male,South USA,44.3
C5483,Email Campaign,2025-08-17 10:00:00,30866,2750,690,5386.99,17603.59,36-45,Female,South USA,6.9
C5484,Twitter Ads,2025-08-17 11:00:00,31676,276,651,6059.79,15414.08,46-55,Male,South USA,6.3
C5485,Facebook Ads,2025-08-17 12:00:00,48764,4644,482,7563.51,19634.15,36-45,Female,North USA,46.79
C5486,Instagram Ads,2025-08-17 13:00:00,14878,842,147,7272.74,2867.6,36-45,Female,South USA,10.53
C5487,Twitter Ads,2025-08-17 14:00:00,40760,2448,367,481.46,4528.15,26-35,Female,North USA,7.51
C5488,Instagram Ads,2025-08-17 15:00:00,28559,4502,821,8035.59,10831.42,18-25,Male,East USA,26.8
C5489,Google Ads,2025-08-17 16:00:00,47546,850,847,5350.4,4794.05,36-45,Female,West USA,2.43
C5490,Instagram Ads,2025-08-17 17:00:00,7771,968,612,3947.5,787.54,26-35,Male,North USA,31.04
C5491,Twitter Ads,2025-08-17 18:00:00,17526,4162,172,5398.32,8105.54,26-35,Male,East USA,22.7
C5492,Email Campaign,2025-08-17 19:00:00,30896,4067,327,6143.89,5824.13,46-55,Female,East USA,32.06
C5493,Email Campaign,2025-08-17 20:00:00,32923,313,467,1537.59,5348.84,46-55,Male,North USA,14.27
C5494,Twitter Ads,2025-08-17 21:00:00,37203,1717,262,4203.28,19068.14,36-45,Female,East USA,45.28
C5495,Email Campaign,2025-08-17 22:00:00,40390,2630,210,3389.08,4845.24,26-35,Female,North USA,13.6
C5496,Email Campaign,2025-08-17 23:00:00,13852,3433,541,3536.57,2675.71,36-45,Male,North USA,31.91
C5497,Twitter Ads,2025-08-18 00:00:00,48574,1697,750,958.78,2593.85,55+,Female,West USA,47.26
C5498,Instagram Ads,2025-08-18 01:00:00,44391,611,684,1640.44,16145.85,46-55,Female,West USA,20.1
C5499,Instagram Ads,2025-08-18 02:00:00,2848,352,174,1660.23,14325.48,26-35,Male,South USA,8.16
C5500,Email Campaign,2025-08-18 03:00:00,32027,4233,241,3763.59,2676.78,46-55,Male,East USA,3.51
C5501,Facebook Ads,2025-08-18 04:00:00,36464,728,337,8950.19,4473.09,46-55,Male,North USA,48.15
C5502,Twitter Ads,2025-08-18 05:00:00,35485,3576,247,2099.97,14972.13,18-25,Female,South USA,38.21
C5503,Twitter Ads,2025-08-18 06:00:00,20456,1086,129,4191.12,5564.87,18-25,Male,South USA,45.96
C5504,Email Campaign,2025-08-18 07:00:00,10259,1825,959,3150.51,19632.69,55+,Female,North USA,34.97
C5505,Email Campaign,2025-08-18 08:00:00,36554,2193,872,7884.46,10857.34,55+,Male,West USA,17.19
C5506,Twitter Ads,2025-08-18 09:00:00,47922,1801,904,548.76,3920.96,55+,Male,East USA,6.24
C5507,Google Ads,2025-08-18 10:00:00,14409,404,890,2005.61,17190.29,55+,Male,East USA,46.47
C5508,Instagram Ads,2025-08-18 11:00:00,4791,4178,628,2145.88,6457.56,36-45,Female,South USA,24.53
C5509,Email Campaign,2025-08-18 12:00:00,26864,2380,259,9929.98,5847.27,26-35,Male,North USA,19.89
C5510,Instagram Ads,2025-08-18 13:00:00,37639,4440,345,5729.21,6616.08,18-25,Male,West USA,28.93
C5511,Twitter Ads,2025-08-18 14:00:00,35574,2907,293,1432.63,15387.13,55+,Female,West USA,5.42
C5512,Facebook Ads,2025-08-18 15:00:00,18888,2986,207,2758.38,3546.94,55+,Female,West USA,15.53
C5513,Email Campaign,2025-08-18 16:00:00,20692,3554,425,1719.83,7697.54,18-25,Male,West USA,31.93
C5514,Twitter Ads,2025-08-18 17:00:00,24501,1124,741,1289.82,713.57,55+,Female,South USA,5.1
C5515,Facebook Ads,2025-08-18 18:00:00,14304,4412,404,7981.96,16549.87,26-35,Female,South USA,6.85
